Track: 2025-05-26 08-20-41	RC-102-008228	 	EC
Timestamp	Time	Latitude	Longitude	Accuracy	DoseRate	CountRate	Comment
133927356431280000	2025-05-26 12:20:43	34.3048046	-84.084325	57	6.02	3.42	 
133927356481260000	2025-05-26 12:20:48	34.3048111	-84.084324	47	6.1	3.38	 
133927356531830000	2025-05-26 12:20:53	34.3048155	-84.0843185	49	6.14	3.4	 
133927356581420000	2025-05-26 12:20:58	34.3047743	-84.0843153	36	6.31	3.4	 
133927356631490000	2025-05-26 12:21:03	34.3047417	-84.0843088	33	6.4	3.46	 
133927356681320000	2025-05-26 12:21:08	34.3047178	-84.0842947	32	6.38	3.43	 
133927356711560000	2025-05-26 12:21:11	34.304707	-84.0842013	30	6.29	3.44	 
133927356741720000	2025-05-26 12:21:14	34.3046875	-84.084006	30	6.14	3.44	 
133927356761660000	2025-05-26 12:21:16	34.3046766	-84.0838357	35	6.13	3.43	 
133927356781550000	2025-05-26 12:21:18	34.3046723	-84.0836523	36	6.1	3.39	 
133927356801510000	2025-05-26 12:21:20	34.3046668	-84.0834743	28	6.23	3.38	 
133927356821360000	2025-05-26 12:21:22	34.3046603	-84.0833083	28	6.26	3.39	 
133927356851530000	2025-05-26 12:21:25	34.3046527	-84.0830685	28	6.26	3.37	 
133927356881790000	2025-05-26 12:21:28	34.3046462	-84.082832	25	6.16	3.34	 
133927356901490000	2025-05-26 12:21:30	34.3046419	-84.0826649	25	6.03	3.34	 
133927356921830000	2025-05-26 12:21:32	34.3046365	-84.0824891	25	6.04	3.34	 
133927356941540000	2025-05-26 12:21:34	34.304631	-84.0823155	25	6.26	3.31	 
133927356961700000	2025-05-26 12:21:36	34.3046234	-84.082144	24	6.33	3.33	 
133927356981700000	2025-05-26 12:21:38	34.3046104	-84.081978	24	6.45	3.34	 
133927357391950000	2025-05-26 12:22:19	34.3065299	-84.0808767	13	7.01	3.49	 
133927357412070000	2025-05-26 12:22:21	34.3068923	-84.0809331	13	6.81	3.48	 
133927357431890000	2025-05-26 12:22:23	34.3072569	-84.0809906	13	6.83	3.49	 
133927357451870000	2025-05-26 12:22:25	34.3076247	-84.0810503	13	6.85	3.52	 
133927357471980000	2025-05-26 12:22:27	34.3079882	-84.0811154	13	6.67	3.52	 
133927357491770000	2025-05-26 12:22:29	34.308342	-84.0811773	13	6.72	3.55	 
133927357511970000	2025-05-26 12:22:31	34.3086924	-84.0812358	12	6.72	3.55	 
133927357531850000	2025-05-26 12:22:33	34.3090386	-84.0812912	12	6.72	3.56	 
133927357551870000	2025-05-26 12:22:35	34.3093836	-84.08134	12	6.8	3.57	 
133927357571930000	2025-05-26 12:22:37	34.309733	-84.0813693	12	6.81	3.59	 
133927357591920000	2025-05-26 12:22:39	34.3100792	-84.081365	12	6.89	3.59	 
133927357611920000	2025-05-26 12:22:41	34.3104275	-84.0813259	13	6.79	3.63	 
133927357631720000	2025-05-26 12:22:43	34.3107693	-84.0812456	14	6.69	3.63	 
133927357652060000	2025-05-26 12:22:45	34.3111111	-84.0811382	13	6.56	3.62	 
133927357672080000	2025-05-26 12:22:47	34.3114388	-84.0810004	13	6.57	3.64	 
133927357692110000	2025-05-26 12:22:49	34.3117643	-84.0808528	13	6.57	3.66	 
133927357711700000	2025-05-26 12:22:51	34.3120779	-84.0807085	13	6.83	3.68	 
133927357732030000	2025-05-26 12:22:53	34.3123752	-84.0805707	12	6.83	3.67	 
133927357751930000	2025-05-26 12:22:55	34.3126508	-84.0804427	12	6.82	3.67	 
133927357771980000	2025-05-26 12:22:57	34.3128949	-84.0803244	12	6.84	3.69	 
133927357792060000	2025-05-26 12:22:59	34.3130902	-84.0802235	13	6.83	3.7	 
133927357812130000	2025-05-26 12:23:01	34.3132335	-84.080103	13	6.8	3.7	 
133927357832100000	2025-05-26 12:23:03	34.3133669	-84.0799945	13	6.69	3.7	 
133927357852020000	2025-05-26 12:23:05	34.3135221	-84.0799739	15	6.69	3.7	 
133927357872090000	2025-05-26 12:23:07	34.313687	-84.07995	15	6.64	3.73	 
133927357892010000	2025-05-26 12:23:09	34.3138791	-84.0798806	15	6.72	3.73	 
133927357912050000	2025-05-26 12:23:11	34.3141059	-84.0797873	15	6.59	3.74	 
133927357932290000	2025-05-26 12:23:13	34.3143554	-84.0796723	15	6.6	3.75	 
133927357952040000	2025-05-26 12:23:15	34.3146299	-84.0795421	14	6.6	3.74	 
