Track: 2025-07-12 20-15-35	RC-102-008228	 	EC
Timestamp	Time	Latitude	Longitude	Accuracy	DoseRate	CountRate	Comment
133968393378780000	2025-07-13 00:15:37	34.3049567	-84.0842122	7.66	6.43	4.24	 
133968393378950000	2025-07-13 00:15:37	34.3049567	-84.0842122	7.66	6.43	4.24	 
133968393428570000	2025-07-13 00:15:42	34.3049623	-84.0842137	7.27	6.34	4.23	 
133968393478980000	2025-07-13 00:15:47	34.3049733	-84.0842187	6.63	6.16	4.21	 
133968393529010000	2025-07-13 00:15:52	34.3049754	-84.0842177	9.13	6.28	4.23	 
133968393579240000	2025-07-13 00:15:57	34.3049756	-84.0842175	10	6.33	4.26	 
133968393628720000	2025-07-13 00:16:02	34.3049757	-84.0842174	10.7	6.52	4.27	 
133968393679110000	2025-07-13 00:16:07	34.3049758	-84.0842173	11.2	6.64	4.3	 
133968393728880000	2025-07-13 00:16:12	34.304976	-84.0842171	10.6	6.51	4.27	 
133968393779260000	2025-07-13 00:16:17	34.3049762	-84.084217	10.7	6.54	4.27	 
133968393829180000	2025-07-13 00:16:22	34.3049759	-84.084213	10.8	6.56	4.26	 
133968393879080000	2025-07-13 00:16:27	34.3049828	-84.0842034	10.5	6.53	4.3	 
133968393929240000	2025-07-13 00:16:32	34.3049843	-84.0842018	10.1	6.59	4.27	 
133968393979260000	2025-07-13 00:16:37	34.3049844	-84.0842017	10.9	6.6	4.26	 
133968394029340000	2025-07-13 00:16:42	34.3049845	-84.0842018	11	6.74	4.29	 
133968394079000000	2025-07-13 00:16:47	34.3049845	-84.0842016	11.5	6.81	4.29	 
133968394129290000	2025-07-13 00:16:52	34.3049844	-84.0842015	12	6.8	4.29	 
133968394178990000	2025-07-13 00:16:57	34.3049708	-84.0842392	11.3	7	4.29	 
133968394229140000	2025-07-13 00:17:02	34.3049686	-84.0842337	11.4	7	4.31	 
133968394279210000	2025-07-13 00:17:07	34.3049667	-84.0842349	11.3	7.32	4.3	 
133968394329010000	2025-07-13 00:17:12	34.3049683	-84.0842317	11.2	7.22	4.29	 
133968394379370000	2025-07-13 00:17:17	34.3049684	-84.0842372	10.6	7.17	4.28	 
133968394429380000	2025-07-13 00:17:22	34.3049638	-84.0842429	10.6	7.09	4.23	 
133968394479250000	2025-07-13 00:17:27	34.304962	-84.0842449	10.7	7.33	4.28	 
133968394528980000	2025-07-13 00:17:32	34.3049674	-84.0842366	10.8	7.46	4.29	 
133968394579690000	2025-07-13 00:17:37	34.3049696	-84.0842338	10.7	7.48	4.33	 
133968394629180000	2025-07-13 00:17:42	34.3049706	-84.0842322	10.5	7.64	4.35	 
133968394679200000	2025-07-13 00:17:47	34.3049712	-84.0842356	10.2	7.67	4.36	 
133968394729200000	2025-07-13 00:17:52	34.3049724	-84.0842361	10.2	7.78	4.38	 
133968394779180000	2025-07-13 00:17:57	34.3049725	-84.0842359	10.1	7.91	4.42	 
133968394829440000	2025-07-13 00:18:02	34.3049823	-84.084206	9.13	7.96	4.44	 
133968394879540000	2025-07-13 00:18:07	34.3049844	-84.0842015	7.42	8.11	4.44	 
133968394929400000	2025-07-13 00:18:12	34.3049846	-84.0842014	6.83	7.94	4.41	 
133968394979250000	2025-07-13 00:18:17	34.3049847	-84.0842012	6.74	7.93	4.42	 
133968395029230000	2025-07-13 00:18:22	34.3049848	-84.0842011	7.31	7.92	4.43	 
133968395078920000	2025-07-13 00:18:27	34.3049849	-84.0842009	6.59	7.85	4.41	 
133968395129350000	2025-07-13 00:18:32	34.3049851	-84.0842003	6.41	7.58	4.38	 
133968395179320000	2025-07-13 00:18:37	34.3049852	-84.0842002	7.21	7.53	4.4	 
133968395228580000	2025-07-13 00:18:42	34.3049847	-84.0842013	6.83	7.9	4.42	 
133968395278570000	2025-07-13 00:18:47	34.3049774	-84.084223	7.67	7.91	4.43	 
133968395328700000	2025-07-13 00:18:52	34.304982	-84.0842332	9.29	7.86	4.41	 
133968395378890000	2025-07-13 00:18:57	34.3049682	-84.0842265	8.11	7.87	4.45	 
133968395429450000	2025-07-13 00:19:02	34.3049759	-84.0842328	7.25	7.83	4.45	 
133968395479530000	2025-07-13 00:19:07	34.3050044	-84.0842309	6.7	7.53	4.45	 
133968395529420000	2025-07-13 00:19:12	34.3050045	-84.0842304	5.89	7.55	4.46	 
133968395579350000	2025-07-13 00:19:17	34.3050045	-84.0842299	6.05	7.28	4.46	 
133968395629360000	2025-07-13 00:19:22	34.3050027	-84.0842252	6.58	7.19	4.45	 
133968395679310000	2025-07-13 00:19:27	34.3049989	-84.0842259	6.78	7.1	4.47	 
133968395729310000	2025-07-13 00:19:32	34.304997	-84.0842286	6.33	7.11	4.47	 
133968395779160000	2025-07-13 00:19:37	34.3049977	-84.0842283	6.12	6.85	4.46	 
133968395829620000	2025-07-13 00:19:42	34.3049976	-84.0842282	5.53	6.95	4.46	 
133968395879380000	2025-07-13 00:19:47	34.3049979	-84.0842274	5.21	6.95	4.4	 
133968395929210000	2025-07-13 00:19:52	34.3049981	-84.0842271	4.84	6.71	4.36	 
133968395979570000	2025-07-13 00:19:57	34.3049978	-84.0842268	4.5	6.63	4.34	 
133968396029450000	2025-07-13 00:20:02	34.3049986	-84.0842267	4.24	6.56	4.36	 
133968396079030000	2025-07-13 00:20:07	34.3049981	-84.0842279	4.34	6.86	4.41	 
133968396129350000	2025-07-13 00:20:12	34.3049982	-84.0842276	4.22	6.88	4.39	 
133968396179280000	2025-07-13 00:20:17	34.304998	-84.0842275	4.49	6.7	4.38	 
133968396229890000	2025-07-13 00:20:22	34.3049986	-84.0842257	4.81	6.43	4.35	 
133968396279420000	2025-07-13 00:20:27	34.3049986	-84.0842242	4.54	6.42	4.32	 
133968396329780000	2025-07-13 00:20:32	34.3049985	-84.084224	5.47	6.44	4.3	 
133968396379210000	2025-07-13 00:20:37	34.3049983	-84.0842239	6.73	6.47	4.32	 
133968396429260000	2025-07-13 00:20:42	34.304998	-84.0842239	7.31	6.54	4.33	 
133968396479480000	2025-07-13 00:20:47	34.3049978	-84.0842239	7.49	6.64	4.35	 
133968396529790000	2025-07-13 00:20:52	34.3049975	-84.084224	7.87	6.81	4.36	 
133968396579330000	2025-07-13 00:20:57	34.3049979	-84.0842222	7.14	6.6	4.34	 
133968396629340000	2025-07-13 00:21:02	34.3049985	-84.0842208	5.95	6.3	4.33	 
133968396679340000	2025-07-13 00:21:07	34.304999	-84.0842198	4.68	6.31	4.31	 
133968396729490000	2025-07-13 00:21:12	34.3049987	-84.0842187	4.39	6.11	4.27	 
