Track: 2025-05-24 06-54-40	RC-102-008228	 	EC
Timestamp	Time	Latitude	Longitude	Accuracy	DoseRate	CountRate	Comment
133925576830370000	2025-05-24 10:54:43	34.3049363	-84.0842748	100	6.95	4.28	 
133925576838130000	2025-05-24 10:54:43	34.3049354	-84.0842679	11.5	7.06	4.3	 
133925576883530000	2025-05-24 10:54:48	34.3049333	-84.0842784	8.53	7.04	4.26	 
133925576933760000	2025-05-24 10:54:53	34.3049319	-84.0842683	10.8	7.05	4.29	 
133925576977830000	2025-05-24 10:54:57	34.3049219	-84.0842702	7.71	7.05	4.34	 
133925577027650000	2025-05-24 10:55:02	34.3049275	-84.0842701	4.99	7.03	4.35	 
133925577077870000	2025-05-24 10:55:07	34.3049314	-84.0842696	4.87	6.94	4.33	 
133925577128130000	2025-05-24 10:55:12	34.3049843	-84.0842609	3.42	6.78	4.36	 
133925577177670000	2025-05-24 10:55:17	34.3049784	-84.0842552	3.58	6.81	4.34	 
133925577227970000	2025-05-24 10:55:22	34.3049724	-84.0842516	4.07	6.67	4.35	 
133925577277920000	2025-05-24 10:55:27	34.3049687	-84.0842441	4.56	6.79	4.35	 
133925577326990000	2025-05-24 10:55:32	34.3049731	-84.0842399	4.41	6.7	4.3	 
133925577377400000	2025-05-24 10:55:37	34.3049686	-84.0842444	5.07	6.83	4.3	 
133925577427400000	2025-05-24 10:55:42	34.3049622	-84.0842502	5.66	6.92	4.31	 
133925577477250000	2025-05-24 10:55:47	34.3049608	-84.0842574	6.17	6.88	4.29	 
133925577527560000	2025-05-24 10:55:52	34.3049759	-84.084262	5.55	6.78	4.3	 
133925577577730000	2025-05-24 10:55:57	34.3049901	-84.0842693	4.77	6.78	4.29	 
133925577626140000	2025-05-24 10:56:02	34.3049897	-84.0842648	4.4	6.78	4.3	 
133925577676720000	2025-05-24 10:56:07	34.3049983	-84.0842832	4.72	7.01	4.34	 
133925577727570000	2025-05-24 10:56:12	34.3050165	-84.0842807	4.19	6.66	4.31	 
133925577776180000	2025-05-24 10:56:17	34.3050142	-84.0842707	4.25	6.83	4.31	 
133925577826800000	2025-05-24 10:56:22	34.3049996	-84.0842653	4.4	6.79	4.26	 
133925577877270000	2025-05-24 10:56:27	34.305006	-84.0842675	4.43	6.8	4.21	 
133925577927570000	2025-05-24 10:56:32	34.3050062	-84.0842638	4.2	6.8	4.23	 
133925577977610000	2025-05-24 10:56:37	34.305008	-84.0842605	4.22	6.91	4.19	 
133925578027620000	2025-05-24 10:56:42	34.3050098	-84.0842606	4.51	6.93	4.2	 
133925578077930000	2025-05-24 10:56:47	34.3050092	-84.0842714	4.24	6.91	4.18	 
133925578127700000	2025-05-24 10:56:52	34.3050176	-84.0842891	4.2	6.91	4.17	 
133925578177490000	2025-05-24 10:56:57	34.3050185	-84.0842942	4.58	6.98	4.11	 
133925578227450000	2025-05-24 10:57:02	34.3050103	-84.0842997	4.18	6.92	4.12	 
133925578277740000	2025-05-24 10:57:07	34.3050068	-84.0843065	4.09	6.69	4.16	 
133925578327580000	2025-05-24 10:57:12	34.3050112	-84.0843022	4.54	6.66	4.14	 
133925578377720000	2025-05-24 10:57:17	34.305013	-84.0843032	4.2	6.74	4.15	 
133925578427540000	2025-05-24 10:57:22	34.3050162	-84.0842896	4.2	6.73	4.14	 
133925578477600000	2025-05-24 10:57:27	34.3050358	-84.0842974	4.57	6.7	4.13	 
133925578527220000	2025-05-24 10:57:32	34.3050338	-84.0842929	3.92	6.67	4.13	 
133925578577780000	2025-05-24 10:57:37	34.3050431	-84.0842845	3.93	6.47	4.13	 
133925578627400000	2025-05-24 10:57:42	34.305037	-84.0842864	4	6.47	4.13	 
133925578672140000	2025-05-24 10:57:47	34.3050204	-84.0842858	4.38	6.51	4.09	 
133925578717530000	2025-05-24 10:57:51	34.3049771	-84.0842733	4.65	6.18	4.09	 
133925578767910000	2025-05-24 10:57:56	34.3049507	-84.0842754	4.2	5.99	4.04	 
133925578817440000	2025-05-24 10:58:01	34.3049378	-84.0842773	4.29	6	4.03	 
133925578867460000	2025-05-24 10:58:06	34.3049295	-84.0842772	4.5	5.84	4.03	 
133925578917440000	2025-05-24 10:58:11	34.3049237	-84.084282	4.2	5.93	4.09	 
133925578967550000	2025-05-24 10:58:16	34.3049201	-84.0842879	4.27	6.23	4.11	 
133925579017500000	2025-05-24 10:58:21	34.3049159	-84.0842839	4.43	6.31	4.11	 
133925579067860000	2025-05-24 10:58:26	34.3049159	-84.084284	4.37	6.31	4.14	 
133925579117410000	2025-05-24 10:58:31	34.304925	-84.0842772	4.39	6.32	4.13	 
133925579167420000	2025-05-24 10:58:36	34.3049328	-84.0842724	4.57	6.14	4.12	 
133925579217720000	2025-05-24 10:58:41	34.3049323	-84.0842771	4.56	5.9	4.07	 
133925579268080000	2025-05-24 10:58:46	34.3049401	-84.0842702	4.49	5.93	4.08	 
133925579311810000	2025-05-24 10:58:51	34.3049244	-84.08426	10.6	5.85	4.13	 
133925579354660000	2025-05-24 10:58:55	34.3048726	-84.084248	9.61	5.84	4.17	 
133925579397800000	2025-05-24 10:58:59	34.3048484	-84.0842493	8.36	5.49	4.14	 
133925579447910000	2025-05-24 10:59:04	34.3048568	-84.0842513	6.81	5.45	4.09	 
133925579498450000	2025-05-24 10:59:09	34.304861	-84.0842463	6.11	5.6	4.06	 
133925579541050000	2025-05-24 10:59:14	34.3048644	-84.0842434	4.94	5.59	4.03	 
133925579587250000	2025-05-24 10:59:18	34.3048791	-84.0842469	5.22	5.66	4.02	 
133925579632600000	2025-05-24 10:59:23	34.3048898	-84.0842622	6.11	5.72	4.07	 
133925579678140000	2025-05-24 10:59:27	34.3049014	-84.0842549	6.18	5.81	4.05	 
133925579723300000	2025-05-24 10:59:32	34.304927	-84.0842198	7.42	5.8	4.03	 
133925579764560000	2025-05-24 10:59:36	34.3049217	-84.0842798	7.26	5.82	4.03	 
133925579806240000	2025-05-24 10:59:40	34.3049412	-84.0843012	7.57	5.73	4.04	 
133925579847950000	2025-05-24 10:59:44	34.3049737	-84.0842957	7.64	5.83	4.06	 
133925579898190000	2025-05-24 10:59:49	34.3049868	-84.0842935	8.12	6.01	4.1	 
133925579948430000	2025-05-24 10:59:54	34.3049837	-84.0842877	7.15	5.99	4.12	 
133925579989800000	2025-05-24 10:59:58	34.3049729	-84.0842852	6.32	5.94	4.11	 
133925580031850000	2025-05-24 11:00:03	34.3049762	-84.0842907	5.85	5.78	4.13	 
133925580077960000	2025-05-24 11:00:07	34.3049706	-84.0842818	4.38	5.97	4.15	 
133925580126690000	2025-05-24 11:00:12	34.3049723	-84.0842822	3.97	5.91	4.14	 
133925580167820000	2025-05-24 11:00:16	34.3049643	-84.0842782	3.55	5.95	4.17	 
133925580217650000	2025-05-24 11:00:21	34.3049877	-84.0843239	3.8	5.94	4.16	 
133925580267940000	2025-05-24 11:00:26	34.3049911	-84.0843393	3.85	5.91	4.14	 
133925580317650000	2025-05-24 11:00:31	34.3049939	-84.0843393	3.68	5.77	4.15	 
133925580367680000	2025-05-24 11:00:36	34.3049968	-84.0843378	3.64	5.81	4.2	 
133925580417830000	2025-05-24 11:00:41	34.3049991	-84.0843322	4.06	5.98	4.23	 
133925580467640000	2025-05-24 11:00:46	34.3049988	-84.0843285	3.59	5.93	4.2	 
133925580517860000	2025-05-24 11:00:51	34.3049947	-84.0843262	3.91	5.86	4.22	 
133925580567940000	2025-05-24 11:00:56	34.3049961	-84.0843259	3.79	5.84	4.2	 
133925580617870000	2025-05-24 11:01:01	34.3049996	-84.0843255	3.76	5.9	4.23	 
