Track: 2025-06-02 06-10-03	RC-102-008228	 	EC
Timestamp	Time	Latitude	Longitude	Accuracy	DoseRate	CountRate	Comment
133933326060330000	2025-06-02 10:10:06	34.3048886	-84.0842226	8.75	6.47	4.18	 
133933326060640000	2025-06-02 10:10:06	34.3048861	-84.0842223	8.96	6.47	4.18	 
133933326107300000	2025-06-02 10:10:10	34.3049464	-84.084216	5.32	6.49	4.22	 
133933326148840000	2025-06-02 10:10:14	34.3049358	-84.084221	5.43	6.24	4.28	 
133933326199120000	2025-06-02 10:10:19	34.3049193	-84.0842496	5.93	6.39	4.36	 
133933326249400000	2025-06-02 10:10:24	34.3049168	-84.0842684	11.5	6.55	4.37	 
133933326253360000	2025-06-02 10:10:25	34.3049979	-84.0843229	7.82	6.51	4.36	 
133933326303450000	2025-06-02 10:10:30	34.3049813	-84.0843185	11.3	6.72	4.4	 
133933326353890000	2025-06-02 10:10:35	34.3049366	-84.0842812	6.38	6.65	4.41	 
133933326404260000	2025-06-02 10:10:40	34.3049415	-84.084282	4.14	6.7	4.45	 
133933326447530000	2025-06-02 10:10:44	34.3049337	-84.0842752	2.23	6.56	4.48	 
133933326490230000	2025-06-02 10:10:49	34.3049261	-84.0842712	3.93	6.6	4.46	 
133933326540710000	2025-06-02 10:10:54	34.3049226	-84.0842656	4	6.89	4.52	 
133933326590980000	2025-06-02 10:10:59	34.304917	-84.0842674	4.14	6.91	4.59	 
133933326633840000	2025-06-02 10:11:03	34.3049009	-84.0842787	4.45	6.91	4.58	 
133933326676550000	2025-06-02 10:11:07	34.3048772	-84.0842847	4.49	7.07	4.56	 
133933326697700000	2025-06-02 10:11:09	34.3048625	-84.084284	4.96	7.22	4.57	 
133933326740290000	2025-06-02 10:11:14	34.3048407	-84.0842995	6.08	7.21	4.58	 
133933326785990000	2025-06-02 10:11:18	34.3048579	-84.0842778	6	7.19	4.6	 
133933326829560000	2025-06-02 10:11:22	34.3048878	-84.0843109	5.58	7	4.59	 
133933326877360000	2025-06-02 10:11:27	34.304877	-84.0842929	5.27	7	4.59	 
133933326919750000	2025-06-02 10:11:31	34.3048344	-84.0842801	4.79	7.06	4.61	 
133933326970240000	2025-06-02 10:11:37	34.3048041	-84.0843095	5.52	7.07	4.63	 
133933327014510000	2025-06-02 10:11:41	34.3048024	-84.0842991	4.75	6.97	4.64	 
133933327059970000	2025-06-02 10:11:45	34.3048233	-84.0842978	5.03	7.02	4.69	 
133933327103930000	2025-06-02 10:11:50	34.3048666	-84.084319	6.08	7.11	4.71	 
133933327145800000	2025-06-02 10:11:54	34.3048981	-84.0843127	6.47	6.97	4.71	 
