Track: 2025-05-25 06-58-12	RC-102-008228	 	EC
Timestamp	Time	Latitude	Longitude	Accuracy	DoseRate	CountRate	Comment
133926442958050000	2025-05-25 10:58:15	34.3049766	-84.0843791	100	6.56	4.2	 
133926442965940000	2025-05-25 10:58:16	34.3049301	-84.0842684	11.5	6.56	4.2	 
133926443011180000	2025-05-25 10:58:21	34.3050176	-84.0843038	4.72	6.52	4.25	 
133926443061330000	2025-05-25 10:58:26	34.3049829	-84.0843132	1.92	6.08	4.22	 
133926443102910000	2025-05-25 10:58:30	34.3049529	-84.0842646	10.9	6.12	4.25	 
133926443153050000	2025-05-25 10:58:35	34.305024	-84.0842642	8.04	6.17	4.27	 
133926443203420000	2025-05-25 10:58:40	34.3050385	-84.08427	5.26	5.93	4.24	 
133926443253840000	2025-05-25 10:58:45	34.3050308	-84.0842748	3.96	5.97	4.26	 
133926443302380000	2025-05-25 10:58:50	34.3050309	-84.0842743	3.82	5.97	4.29	 
133926443353140000	2025-05-25 10:58:55	34.3050346	-84.0842767	3.97	5.84	4.31	 
133926443403810000	2025-05-25 10:59:00	34.3050463	-84.0842733	3.9	5.9	4.3	 
133926443451510000	2025-05-25 10:59:05	34.3050497	-84.0842679	3.84	5.85	4.28	 
133926443494000000	2025-05-25 10:59:09	34.3050623	-84.0842649	3.75	5.76	4.24	 
133926443543940000	2025-05-25 10:59:14	34.3050646	-84.0842669	3.75	5.67	4.22	 
133926443593860000	2025-05-25 10:59:19	34.3050613	-84.0842686	3.85	5.67	4.19	 
133926443643940000	2025-05-25 10:59:24	34.3050459	-84.0842712	3.62	5.58	4.17	 
133926443693970000	2025-05-25 10:59:29	34.3050321	-84.0842747	3.49	5.53	4.19	 
133926443743950000	2025-05-25 10:59:34	34.3050142	-84.0842894	3.73	5.54	4.19	 
133926443793450000	2025-05-25 10:59:39	34.3049997	-84.0842933	4.33	5.55	4.19	 
133926443844380000	2025-05-25 10:59:44	34.3049951	-84.0842966	4.91	5.55	4.26	 
133926443894050000	2025-05-25 10:59:49	34.3049805	-84.0842985	4.31	5.55	4.28	 
133926443943910000	2025-05-25 10:59:54	34.304968	-84.0842957	5.07	5.66	4.28	 
133926443994010000	2025-05-25 10:59:59	34.3049847	-84.0842911	5.62	5.36	4.25	 
133926444043610000	2025-05-25 11:00:04	34.3049951	-84.0842767	4.78	5.54	4.22	 
133926444094010000	2025-05-25 11:00:09	34.3049898	-84.0842611	6.34	5.57	4.17	 
133926444143780000	2025-05-25 11:00:14	34.304944	-84.0842501	4.86	5.74	4.21	 
133926444193950000	2025-05-25 11:00:19	34.3049446	-84.0842445	3.79	5.66	4.21	 
133926444235750000	2025-05-25 11:00:23	34.3049458	-84.0842409	3.93	5.48	4.2	 
133926444278610000	2025-05-25 11:00:27	34.3049692	-84.0842728	10.2	5.66	4.21	 
133926444323990000	2025-05-25 11:00:32	34.3049946	-84.0842656	12.9	5.84	4.21	 
133926444373700000	2025-05-25 11:00:37	34.3050076	-84.0842497	7.94	5.76	4.24	 
133926444423790000	2025-05-25 11:00:42	34.304972	-84.0842743	13.9	5.73	4.27	 
133926444473630000	2025-05-25 11:00:47	34.3049533	-84.0842731	8.03	5.77	4.29	 
133926444523890000	2025-05-25 11:00:52	34.3049632	-84.0842682	6.95	5.98	4.28	 
133926444573900000	2025-05-25 11:00:57	34.3049648	-84.0842569	14.7	5.9	4.32	 
133926444623790000	2025-05-25 11:01:02	34.3049589	-84.0842533	8.02	5.87	4.31	 
133926444673810000	2025-05-25 11:01:07	34.3049393	-84.084264	7.36	6.04	4.34	 
133926444723780000	2025-05-25 11:01:12	34.304933	-84.0842648	7.23	6.01	4.34	 
133926444773770000	2025-05-25 11:01:17	34.3049354	-84.0842776	6.85	5.98	4.32	 
133926444824130000	2025-05-25 11:01:22	34.3049389	-84.0842732	6.4	6.28	4.36	 
133926444873830000	2025-05-25 11:01:27	34.304944	-84.0842698	6.77	6.33	4.39	 
133926444923840000	2025-05-25 11:01:32	34.3049339	-84.0842722	7.18	6.16	4.43	 
133926444973380000	2025-05-25 11:01:37	34.3049302	-84.084283	7.15	6.09	4.48	 
133926445023440000	2025-05-25 11:01:42	34.3049351	-84.0842894	7.61	5.99	4.45	 
133926445073740000	2025-05-25 11:01:47	34.3049375	-84.0842816	7.24	5.86	4.44	 
133926445123120000	2025-05-25 11:01:52	34.3049259	-84.0842716	7.21	5.81	4.43	 
133926445173470000	2025-05-25 11:01:57	34.3049313	-84.0842755	7.35	5.99	4.43	 
133926445223680000	2025-05-25 11:02:02	34.3049143	-84.0842531	11.2	6.32	4.44	 
133926445273710000	2025-05-25 11:02:07	34.3049029	-84.0842556	5.82	6.29	4.46	 
133926445323430000	2025-05-25 11:02:12	34.3049114	-84.0842575	12.4	6.38	4.45	 
133926445373200000	2025-05-25 11:02:17	34.3049187	-84.0842506	13.8	6.42	4.45	 
133926445423300000	2025-05-25 11:02:22	34.3049256	-84.0842454	13.7	6.41	4.44	 
133926445473730000	2025-05-25 11:02:27	34.3049242	-84.0842452	5.74	6.43	4.43	 
133926445518210000	2025-05-25 11:02:31	34.3049272	-84.0842454	58.7	6.48	4.41	 
133926445563150000	2025-05-25 11:02:36	34.3049487	-84.0842392	5.86	6.41	4.38	 
133926445613040000	2025-05-25 11:02:41	34.3049441	-84.0842375	5.95	6.63	4.43	 
133926445663180000	2025-05-25 11:02:46	34.3049436	-84.0842307	5.93	6.74	4.44	 
133926445713220000	2025-05-25 11:02:51	34.3049506	-84.0842482	6.03	6.76	4.42	 
133926445763240000	2025-05-25 11:02:56	34.3049599	-84.0842343	5.55	6.91	4.48	 
133926445813380000	2025-05-25 11:03:01	34.3049581	-84.0842282	5.68	6.88	4.46	 
133926445863840000	2025-05-25 11:03:06	34.3049585	-84.0842814	4.3	6.87	4.43	 
133926445913510000	2025-05-25 11:03:11	34.3049475	-84.0842895	4.43	6.84	4.41	 
133926445963500000	2025-05-25 11:03:16	34.3049443	-84.0842755	4.47	6.68	4.4	 
