Track: 2025-06-04 16-33-47	RC-102-008228	 	EC
Timestamp	Time	Latitude	Longitude	Accuracy	DoseRate	CountRate	Comment
133935428293570000	2025-06-04 20:33:49	34.3049479	-84.0842738	11.4	9.75	5.74	 
133935428300060000	2025-06-04 20:33:50	34.304937	-84.0842649	11.5	9.77	5.76	 
133935428396410000	2025-06-04 20:33:59	34.3049438	-84.0842441	25.5	9.68	5.75	 
133935428444180000	2025-06-04 20:34:04	34.3048822	-84.0842181	24.9	9.72	5.71	 
133935428494170000	2025-06-04 20:34:09	34.3049131	-84.0842321	10.9	9.79	5.75	 
133935428544210000	2025-06-04 20:34:14	34.3049143	-84.0842272	8.51	9.66	5.68	 
133935428584760000	2025-06-04 20:34:18	34.304927	-84.0842389	7.53	9.43	5.68	 
133935428634240000	2025-06-04 20:34:23	34.3049242	-84.084264	6.27	9.44	5.68	 
133935428684130000	2025-06-04 20:34:28	34.3049251	-84.0842789	4.28	9.47	5.6	 
133935428730810000	2025-06-04 20:34:33	34.3049303	-84.0842809	4.02	9.58	5.62	 
133935428774430000	2025-06-04 20:34:37	34.3049083	-84.0843174	4.89	9.79	5.61	 
133935428824620000	2025-06-04 20:34:42	34.3049154	-84.0843054	6.66	9.78	5.56	 
133935428874330000	2025-06-04 20:34:47	34.30492	-84.0842851	6.29	10.1	5.61	 
133935428924250000	2025-06-04 20:34:52	34.3049299	-84.0842637	6.1	10.3	5.63	 
133935428974740000	2025-06-04 20:34:57	34.3049549	-84.0842566	5.3	10.4	5.63	 
133935429024680000	2025-06-04 20:35:02	34.3049616	-84.0842516	5.09	10.2	5.66	 
133935429075110000	2025-06-04 20:35:07	34.3049781	-84.084256	4.95	10.2	5.68	 
133935429124260000	2025-06-04 20:35:12	34.3049859	-84.0842424	4.57	10.3	5.67	 
133935429174580000	2025-06-04 20:35:17	34.304966	-84.0842388	5.38	10.5	5.65	 
133935429224190000	2025-06-04 20:35:22	34.3049378	-84.0842601	6.74	10.8	5.7	 
133935429274210000	2025-06-04 20:35:27	34.3049097	-84.0842867	6.49	10.7	5.71	 
133935429324460000	2025-06-04 20:35:32	34.3048849	-84.0842844	6.27	10.5	5.71	 
133935429374880000	2025-06-04 20:35:37	34.3049173	-84.0842869	6.29	10.8	5.76	 
133935429424630000	2025-06-04 20:35:42	34.3049179	-84.0842626	6.11	10.8	5.77	 
133935429475120000	2025-06-04 20:35:47	34.3049325	-84.0842476	6.08	10.7	5.76	 
133935429520910000	2025-06-04 20:35:52	34.3049256	-84.0842476	6.46	10.6	5.8	 
133935429564460000	2025-06-04 20:35:56	34.3049195	-84.0842507	6.54	10.4	5.81	 
133935429613360000	2025-06-04 20:36:01	34.3049187	-84.0842469	6.58	10.3	5.84	 
133935429663470000	2025-06-04 20:36:06	34.3049199	-84.0842441	6.75	10.4	5.82	 
133935429713680000	2025-06-04 20:36:11	34.3049247	-84.0842411	7.49	10.5	5.82	 
133935429763910000	2025-06-04 20:36:16	34.304938	-84.0842521	8.24	10.3	5.78	 
133935429814000000	2025-06-04 20:36:21	34.3049439	-84.0842573	8.63	10.2	5.82	 
133935429864210000	2025-06-04 20:36:26	34.3049468	-84.0842647	10.4	10.4	5.86	 
133935429910890000	2025-06-04 20:36:31	34.3049553	-84.0842767	11	10.7	5.87	 
133935429954140000	2025-06-04 20:36:35	34.304953	-84.0842676	11.4	10.8	5.88	 
133935430004090000	2025-06-04 20:36:40	34.304951	-84.0842585	10.7	10.9	5.95	 
133935430050570000	2025-06-04 20:36:45	34.3049445	-84.0842642	8.65	11	5.93	 
133935430094420000	2025-06-04 20:36:49	34.3049498	-84.0842632	4.36	10.9	5.92	 
133935430141550000	2025-06-04 20:36:54	34.3049517	-84.0842647	4.16	10.8	5.95	 
133935430184180000	2025-06-04 20:36:58	34.3049536	-84.0842657	4.21	10.9	5.95	 
133935430234090000	2025-06-04 20:37:03	34.3049597	-84.0842631	4	10.9	5.94	 
133935430284220000	2025-06-04 20:37:08	34.3049609	-84.0842835	5.25	10.8	5.92	 
133935430334240000	2025-06-04 20:37:13	34.3049667	-84.0843056	8.18	10.6	5.97	 
133935430384180000	2025-06-04 20:37:18	34.3049708	-84.0843268	7.88	10.7	5.95	 
133935430434080000	2025-06-04 20:37:23	34.3049656	-84.0843305	8.12	10.7	5.94	 
133935430484330000	2025-06-04 20:37:28	34.3049749	-84.0843236	8.07	10.8	5.95	 
133935430524860000	2025-06-04 20:37:32	34.3049561	-84.0842626	7.43	10.9	5.93	 
133935430568020000	2025-06-04 20:37:36	34.3049569	-84.0842602	4.03	10.8	5.95	 
133935430608630000	2025-06-04 20:37:40	34.304964	-84.08428	5.61	10.8	5.96	 
133935430654000000	2025-06-04 20:37:45	34.3049677	-84.0842782	5.19	10.8	5.98	 
133935430696090000	2025-06-04 20:37:49	34.3049553	-84.0842697	4	11.2	5.95	 
133935430739700000	2025-06-04 20:37:53	34.3049513	-84.0842651	4.25	11	5.95	 
133935430784430000	2025-06-04 20:37:58	34.3049476	-84.0842749	3.93	10.8	5.92	 
133935430832050000	2025-06-04 20:38:03	34.3049445	-84.0842762	3.85	10.7	5.87	 
133935430874660000	2025-06-04 20:38:07	34.3049413	-84.084278	3.82	10.9	5.84	 
133935430924580000	2025-06-04 20:38:12	34.3049341	-84.0842703	4.04	11.1	5.87	 
133935430966930000	2025-06-04 20:38:16	34.3049306	-84.0842739	4.16	10.9	5.87	 
133935431007880000	2025-06-04 20:38:20	34.304938	-84.0842736	4.07	10.9	5.89	 
133935431054620000	2025-06-04 20:38:25	34.304953	-84.0842291	5.17	10.7	5.89	 
133935431095630000	2025-06-04 20:38:29	34.3049264	-84.0842427	4.98	10.6	5.93	 
133935431144400000	2025-06-04 20:38:34	34.3049168	-84.0842877	4.86	10.7	5.93	 
133935431186420000	2025-06-04 20:38:38	34.3049183	-84.0842976	4.3	10.9	5.94	 
133935431233040000	2025-06-04 20:38:43	34.3049376	-84.0842799	3.86	10.6	5.94	 
133935431274430000	2025-06-04 20:38:47	34.3049398	-84.0842794	3.89	10.6	5.95	 
133935431318950000	2025-06-04 20:38:51	34.304924	-84.0842707	3.78	10.5	6.02	 
133935431364070000	2025-06-04 20:38:56	34.3049128	-84.0842779	3.99	10.5	6.06	 
133935431408720000	2025-06-04 20:39:00	34.3049139	-84.0842754	3.73	10.7	6.05	 
133935431454380000	2025-06-04 20:39:05	34.3049212	-84.0842593	3.68	10.4	5.99	 
133935431500470000	2025-06-04 20:39:10	34.304923	-84.0842263	3.79	10.4	5.97	 
133935431544250000	2025-06-04 20:39:14	34.3049553	-84.0842284	4.17	10.5	5.98	 
133935431594130000	2025-06-04 20:39:19	34.3049529	-84.0842283	4.31	10.5	6.01	 
133935431641930000	2025-06-04 20:39:24	34.3049481	-84.0842279	4.28	10.7	5.97	 
133935431684240000	2025-06-04 20:39:28	34.3049449	-84.0842252	4.22	10.6	5.96	 
133935431734330000	2025-06-04 20:39:33	34.304938	-84.0842304	4.05	10.5	5.99	 
